,Latitude,Longitude,Mosquito_collection_year_end,IR_Test_.mortality,AFR_PPP_2015_adj_v2,X2015_-1ture_Africa_ITN.2015,X2015_-1ture_Africa_PfPR.2015,layer,cells,AFR_PPP_2015_adj_v2.1,X2015_-1ture_Africa_ITN.2015.1,X2015_-1ture_Africa_PfPR.2015.1,layer.1
1605,3.866667,11.516667,2013,62,482770.25,0.148496303,0.139042303,2,1358957,482770.2572,0.148496303,0.139042303,2
922,3.783333,9.65,2014,48,7288.89502,0.439967851,0.226389468,3,1362274,7288.895137,0.439967851,0.226389468,3
1606,3.783333,9.65,2013,65,7288.89502,0.439967851,0.226389468,3,1362274,7288.895137,0.439967851,0.226389468,3
1607,3.783333,9.65,2013,88,7288.89502,0.439967851,0.226389468,3,1362274,7288.895137,0.439967851,0.226389468,3
2613,3.26629,32.79636,2013,58,844.4174805,0.796291309,0.177466214,2,1383002,844.4174531,0.796291309,0.177466214,2
2614,3.26629,32.79636,2013,58,844.4174805,0.796291309,0.177466214,2,1383002,844.4174531,0.796291309,0.177466214,2
875,2.258083,32.887407,2015,19,48326.05469,0.675715876,0.213938832,3,1423348,48326.05451,0.675715876,0.213938832,3
881,2.258083,32.887407,2015,59,48326.05469,0.675715876,0.213938832,3,1423348,48326.05451,0.675715876,0.213938832,3
874,1.98021,32.53182,2015,14,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
877,1.98021,32.53182,2015,22,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2611,1.98021,32.53182,2013,56,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2612,1.98021,32.53182,2013,56,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2619,1.98021,32.53182,2013,82,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2620,1.98021,32.53182,2013,82,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2621,1.98021,32.53182,2013,84,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2622,1.98021,32.53182,2013,84,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2623,1.98021,32.53182,2013,85,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
2624,1.98021,32.53182,2013,85,9419.733398,0.822314656,0.244139165,3,1435106,9419.733063,0.822314656,0.244139165,3
882,1.713215,33.606341,2015,61,48059.70313,0.694634825,0.192790359,2,1445218,48059.70441,0.694634825,0.192790359,2
886,1.713215,33.606341,2015,87,48059.70313,0.694634825,0.192790359,2,1445218,48059.70441,0.694634825,0.192790359,2
2587,1.43224,31.05338,2013,18,3370.870605,0.745289297,0.224932253,3,1456924,3370.870721,0.745289297,0.224932253,3
2588,1.43224,31.05338,2013,18,3370.870605,0.745289297,0.224932253,3,1456924,3370.870721,0.745289297,0.224932253,3
1522,1.126037,31.596444,2014,71.9,1567.858276,0.773654789,0.226619169,3,1468704,1567.858301,0.773654789,0.226619169,3
2010,0.758992,34.590186,2013,60,15990.59668,0.556289327,0.208153486,3,1483905,15990.59684,0.556289327,0.208153486,3
2070,0.758558,34.616878,2013,62.5,15990.59668,0.556289327,0.208153486,3,1483905,15990.59684,0.556289327,0.208153486,3
2009,0.729869,34.367117,2013,38.8,10133.72266,0.555752289,0.280583292,3,1485580,10133.72279,0.555752289,0.280583292,3
2071,0.729869,34.367117,2013,75.3,10133.72266,0.555752289,0.280583292,3,1485580,10133.72279,0.555752289,0.280583292,3
1148,0.667475,34.340852,2014,12,11133.76465,0.565568659,0.270231247,3,1487261,11133.76443,0.565568659,0.270231247,3
2011,0.705198,34.335397,2013,87,11133.76465,0.565568659,0.270231247,3,1487261,11133.76443,0.565568659,0.270231247,3
2075,0.667475,34.340852,2013,100,11133.76465,0.565568659,0.270231247,3,1487261,11133.76443,0.565568659,0.270231247,3
1104,0.683337,34.38842,2014,42,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
1107,0.701947,34.381232,2014,17,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
1149,0.701947,34.381232,2014,32,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
1154,0.683337,34.38842,2014,18,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
2076,0.701947,34.381232,2013,90,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
2077,0.705825,34.39732833,2013,92,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
2079,0.683337,34.38842,2013,73.3,11944.30566,0.564172259,0.264699757,3,1487262,11944.30538,0.564172259,0.264699757,3
1105,0.650767,34.325486,2014,86,14786.53516,0.56654611,0.260997802,3,1488941,14786.53474,0.56654611,0.260997802,3
1945,0.62785,34.33255,2013,92,14786.53516,0.56654611,0.260997802,3,1488941,14786.53474,0.56654611,0.260997802,3
1946,0.62785,34.33255,2013,100,14786.53516,0.56654611,0.260997802,3,1488941,14786.53474,0.56654611,0.260997802,3
2012,0.650767,34.325486,2013,100,14786.53516,0.56654611,0.260997802,3,1488941,14786.53474,0.56654611,0.260997802,3
1103,0.630803333,34.375545,2014,66,10133.33594,0.571549312,0.255598545,3,1488943,10133.33634,0.571549312,0.255598545,3
1153,0.630803333,34.375545,2014,1,10133.33594,0.571549312,0.255598545,3,1488943,10133.33634,0.571549312,0.255598545,3
2015,0.630803333,34.375545,2013,99.2,10133.33594,0.571549312,0.255598545,3,1488943,10133.33634,0.571549312,0.255598545,3
2007,0.654128,34.525475,2013,72.7,15260.06641,0.56001668,0.263465464,3,1488946,15260.06657,0.56001668,0.263465464,3
2008,0.654128,34.525475,2013,52.2,15260.06641,0.56001668,0.263465464,3,1488946,15260.06657,0.56001668,0.263465464,3
2069,0.654128,34.525475,2013,74.7,15260.06641,0.56001668,0.263465464,3,1488946,15260.06657,0.56001668,0.263465464,3
883,0.61646,34.1453,2015,67,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
885,0.61646,34.1453,2015,82,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2593,0.61646,34.1453,2013,26,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2594,0.61646,34.1453,2013,26,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2599,0.61646,34.1453,2013,35,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2600,0.61646,34.1453,2013,37,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2601,0.61646,34.1453,2013,37,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2602,0.61646,34.1453,2013,40,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2603,0.61646,34.1453,2013,42,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2604,0.61646,34.1453,2013,42,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2607,0.61646,34.1453,2013,45,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
2608,0.61646,34.1453,2013,45,7480.292969,0.705180182,0.267342091,3,1490618,7480.292821,0.705180182,0.267342091,3
94,0.620475,34.241442,2016,53,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1100,0.620475,34.241442,2014,71,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1106,0.613963,34.22643,2014,55,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1108,0.587095,34.234043,2014,53,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1147,0.613963,34.22643,2014,76,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1150,0.587095,34.234043,2014,58,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
1151,0.620475,34.241442,2014,33,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
2016,0.587095,34.234043,2013,100,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
2073,0.620475,34.241442,2013,100,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
2074,0.613963,34.22643,2013,82.1,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
2078,0.587095,34.234043,2013,89.8,9909.602539,0.566819623,0.256011456,3,1490620,9909.602466,0.566819623,0.256011456,3
2045,0.617253,34.547564,2013,56,18879.41602,0.562354177,0.242793709,3,1490628,18879.41611,0.562354177,0.242793709,3
2109,0.617253,34.547564,2013,45,18879.41602,0.562354177,0.242793709,3,1490628,18879.41611,0.562354177,0.242793709,3
1101,0.552501667,34.24511833,2014,14,8497.803711,0.58111102,0.256952405,3,1492301,8497.803822,0.58111102,0.256952405,3
2013,0.552501667,34.24511833,2013,80,8497.803711,0.58111102,0.256952405,3,1492301,8497.803822,0.58111102,0.256952405,3
1936,0.57068,34.5616,2013,45,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1937,0.57068,34.5616,2013,45,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1940,0.57068,34.5616,2013,56,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1941,0.57068,34.5616,2013,56,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1942,0.5695,34.5584,2013,58,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1947,0.5695,34.5584,2013,66,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
1952,0.5695,34.5584,2013,70,52871.64844,0.547210919,0.203817159,3,1492309,52871.64887,0.547210919,0.203817159,3
93,0.518991667,34.24447833,2016,23.5,9898.175781,0.58326071,0.280983031,3,1493982,9898.176246,0.58326071,0.280983031,3
1102,0.518991667,34.24447833,2014,34,9898.175781,0.58326071,0.280983031,3,1493982,9898.176246,0.58326071,0.280983031,3
1152,0.518991667,34.24447833,2014,3,9898.175781,0.58326071,0.280983031,3,1493982,9898.176246,0.58326071,0.280983031,3
2014,0.518991667,34.24447833,2013,96.4,9898.175781,0.58326071,0.280983031,3,1493982,9898.176246,0.58326071,0.280983031,3
1932,0.53333,34.25,2013,100,9483.671875,0.586302895,0.249097764,3,1493983,9483.67176,0.586302895,0.249097764,3
1976,0.53333,34.25,2013,92,9483.671875,0.586302895,0.249097764,3,1493983,9483.67176,0.586302895,0.249097764,3
2062,0.34,34.34,2013,45,12564.33301,0.590347957,0.249314353,3,1500709,12564.33264,0.590347957,0.249314353,3
2066,0.34,34.34,2013,56,12564.33301,0.590347957,0.249314353,3,1500709,12564.33264,0.590347957,0.249314353,3
2590,0.22433,32.44845,2013,21,7665.285645,0.703106083,0.116319239,2,1505706,7665.285537,0.703106083,0.116319239,2
2592,0.22433,32.44845,2013,24,7665.285645,0.703106083,0.116319239,2,1505706,7665.285537,0.703106083,0.116319239,2
2606,0.22433,32.44845,2013,44,7665.285645,0.703106083,0.116319239,2,1505706,7665.285537,0.703106083,0.116319239,2
2616,0.22433,32.44845,2013,60,7665.285645,0.703106083,0.116319239,2,1505706,7665.285537,0.703106083,0.116319239,2
1050,0.1811,34.296626,2014,39,14125.21094,0.592401778,0.278328896,3,1507432,14125.21118,0.592401778,0.278328896,3
1052,0.1811,34.296626,2014,43,14125.21094,0.592401778,0.278328896,3,1507432,14125.21118,0.592401778,0.278328896,3
100,0.164653,34.756001,2016,91.3,28778.15234,0.558530568,0.25363189,3,1509124,28778.15237,0.558530568,0.25363189,3
1959,0.1644,34.7503,2013,75,28778.15234,0.558530568,0.25363189,3,1509124,28778.15237,0.558530568,0.25363189,3
1960,0.1644,34.7503,2013,75,28778.15234,0.558530568,0.25363189,3,1509124,28778.15237,0.558530568,0.25363189,3
1966,0.1644,34.7503,2013,77,28778.15234,0.558530568,0.25363189,3,1509124,28778.15237,0.558530568,0.25363189,3
879,0.0977278,32.5556194,2015,40,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
884,0.0977278,32.5556194,2015,73,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
2589,0.0977278,32.5556194,2013,21,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
2591,0.0977278,32.5556194,2013,24,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
2605,0.0977278,32.5556194,2013,44,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
2615,0.0977278,32.5556194,2013,60,7697.833008,0.727059191,0.101075195,2,1510752,7697.832842,0.727059191,0.101075195,2
2046,0.094367,34.384239,2013,66,10396.65039,0.613626881,0.273459584,3,1510796,10396.65058,0.613626881,0.273459584,3
2110,0.094367,34.384239,2013,76,10396.65039,0.613626881,0.273459584,3,1510796,10396.65058,0.613626881,0.273459584,3
1965,0.1007,34.6519,2013,76,27161.17578,0.606007964,0.260620177,3,1510802,27161.17487,0.606007964,0.260620177,3
1969,0.1007,34.6519,2013,78,27161.17578,0.606007964,0.260620177,3,1510802,27161.17487,0.606007964,0.260620177,3
1970,0.1007,34.6519,2013,79,27161.17578,0.606007964,0.260620177,3,1510802,27161.17487,0.606007964,0.260620177,3
2001,0.073006,34.243256,2013,76,7517.105957,0.601810214,0.244036481,3,1512473,7517.105903,0.601810214,0.244036481,3
2005,0.073006,34.243256,2013,66,7517.105957,0.601810214,0.244036481,3,1512473,7517.105903,0.601810214,0.244036481,3
1954,0.0731,34.6522,2013,70,32650.92188,0.596280849,0.289816827,3,1512483,32650.92267,0.596280849,0.289816827,3
1964,0.0731,34.6522,2013,76,32650.92188,0.596280849,0.289816827,3,1512483,32650.92267,0.596280849,0.289816827,3
1968,0.0731,34.6522,2013,78,32650.92188,0.596280849,0.289816827,3,1512483,32650.92267,0.596280849,0.289816827,3
91,0.01118,34.110645,2016,28.9,3443.45459,0.599158908,0.180557117,2,1514151,3443.454535,0.599158908,0.180557117,2
1065,0.01118,34.110645,2014,80,3443.45459,0.599158908,0.180557117,2,1514151,3443.454535,0.599158908,0.180557117,2
1073,0.01118,34.110645,2014,22,3443.45459,0.599158908,0.180557117,2,1514151,3443.454535,0.599158908,0.180557117,2
2081,0.01118,34.110645,2013,86,3443.45459,0.599158908,0.180557117,2,1514151,3443.454535,0.599158908,0.180557117,2
1074,-0.029941667,34.01295333,2014,17,7949.124512,0.577910399,0.184922382,2,1515830,7949.124424,0.577910399,0.184922382,2
1114,-0.029941667,34.01295333,2014,82,7949.124512,0.577910399,0.184922382,2,1515830,7949.124424,0.577910399,0.184922382,2
1122,-0.029941667,34.01295333,2014,6,7949.124512,0.577910399,0.184922382,2,1515830,7949.124424,0.577910399,0.184922382,2
2018,-0.029941667,34.01295333,2013,95.9,7949.124512,0.577910399,0.184922382,2,1515830,7949.124424,0.577910399,0.184922382,2
2082,-0.029941667,34.01295333,2013,74.1,7949.124512,0.577910399,0.184922382,2,1515830,7949.124424,0.577910399,0.184922382,2
1958,-0.0408,34.6324,2013,75,14285.71387,0.593657582,0.273607254,3,1515845,14285.71368,0.593657582,0.273607254,3
1963,-0.0408,34.6324,2013,76,14285.71387,0.593657582,0.273607254,3,1515845,14285.71368,0.593657582,0.273607254,3
1071,-0.059766667,34.093225,2014,45,6178.921387,0.595715911,0.171558186,2,1517513,6178.921554,0.595715911,0.171558186,2
1078,-0.059766667,34.093225,2014,75,6178.921387,0.595715911,0.171558186,2,1517513,6178.921554,0.595715911,0.171558186,2
2025,-0.059766667,34.093225,2013,79.6,6178.921387,0.595715911,0.171558186,2,1517513,6178.921554,0.595715911,0.171558186,2
1120,-0.081546667,34.17182167,2014,62,4933.338867,0.612646555,0.189104825,2,1517515,4933.339043,0.612646555,0.189104825,2
1127,-0.081546667,34.17182167,2014,22,4933.338867,0.612646555,0.189104825,2,1517515,4933.339043,0.612646555,0.189104825,2
2090,-0.081546667,34.17182167,2013,97.3,4933.338867,0.612646555,0.189104825,2,1517515,4933.339043,0.612646555,0.189104825,2
1072,-0.061148333,34.33484833,2014,55,10496.43262,0.616974931,0.193907395,2,1517519,10496.43267,0.616974931,0.193907395,2
1113,-0.061148333,34.33484833,2014,74,10496.43262,0.616974931,0.193907395,2,1517519,10496.43267,0.616974931,0.193907395,2
2017,-0.061148333,34.33484833,2013,69,10496.43262,0.616974931,0.193907395,2,1517519,10496.43267,0.616974931,0.193907395,2
1967,-0.0749,34.6663,2013,78,13035.19043,0.585386382,0.29170385,3,1517526,13035.1902,0.585386382,0.29170385,3
1973,-0.0749,34.6663,2013,82,13035.19043,0.585386382,0.29170385,3,1517526,13035.1902,0.585386382,0.29170385,3
1979,-0.0749,34.6663,2013,87,13035.19043,0.585386382,0.29170385,3,1517526,13035.1902,0.585386382,0.29170385,3
1115,-0.105486667,34.16853167,2014,43,3855.505615,0.617855614,0.172446743,2,1519196,3855.505698,0.617855614,0.172446743,2
2019,-0.105486667,34.16853167,2013,69.8,3855.505615,0.617855614,0.172446743,2,1519196,3855.505698,0.617855614,0.172446743,2
1053,-0.099768,34.274472,2014,46,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1055,-0.099768,34.274472,2014,48,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1931,-0.1,34.25,2013,93,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1951,-0.1,34.25,2013,93,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1971,-0.1,34.25,2013,80,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1972,-0.1,34.25,2013,80,15246.51465,0.613724229,0.200832829,3,1519198,15246.51438,0.613724229,0.200832829,3
1121,-0.084321667,34.33527833,2014,20,9854.165039,0.618155555,0.2029223,3,1519200,9854.164616,0.618155555,0.2029223,3
2080,-0.084321667,34.33527833,2013,71.2,9854.165039,0.618155555,0.2029223,3,1519200,9854.164616,0.618155555,0.2029223,3
101,-0.106235,34.521947,2016,50,11163.63965,0.613383002,0.268519104,3,1519204,11163.6394,0.613383002,0.268519104,3
2049,-0.11,34.55,2013,84,11097.03027,0.608983979,0.275850296,3,1519205,11097.03062,0.608983979,0.275850296,3
2064,-0.11,34.55,2013,96,11097.03027,0.608983979,0.275850296,3,1519205,11097.03062,0.608983979,0.275850296,3
1130,-0.085951667,35.00320167,2014,97,8509.863281,0.540100952,0.320344508,4,1519216,8509.863274,0.540100952,0.320344508,4
2029,-0.085951667,35.00320167,2013,80,8509.863281,0.540100952,0.320344508,4,1519216,8509.863274,0.540100952,0.320344508,4
2093,-0.085951667,35.00320167,2013,71.1,8509.863281,0.540100952,0.320344508,4,1519216,8509.863274,0.540100952,0.320344508,4
92,-0.128,34.012,2016,74,6232.910645,0.586858363,0.182239681,2,1520873,6232.910584,0.586858363,0.182239681,2
1119,-0.16501,34.42803667,2014,63,11333.91699,0.629089579,0.217024714,3,1520883,11333.91697,0.629089579,0.217024714,3
1126,-0.16501,34.42803667,2014,68,11333.91699,0.629089579,0.217024714,3,1520883,11333.91697,0.629089579,0.217024714,3
2089,-0.16501,34.42803667,2013,94.2,11333.91699,0.629089579,0.217024714,3,1520883,11333.91697,0.629089579,0.217024714,3
1129,-0.12807,35.09510333,2014,42,7228.044922,0.523915471,0.315979272,4,1520899,7228.044715,0.523915471,0.315979272,4
2027,-0.12807,35.09510333,2013,60,7228.044922,0.523915471,0.315979272,4,1520899,7228.044715,0.523915471,0.315979272,4
2092,-0.12807,35.09510333,2013,80,7228.044922,0.523915471,0.315979272,4,1520899,7228.044715,0.523915471,0.315979272,4
1083,-0.147186667,35.20697667,2014,81,19791.71875,0.483735962,0.297667384,3,1520901,19791.71888,0.483735962,0.297667384,3
1132,-0.156286667,35.187495,2014,90,19791.71875,0.483735962,0.297667384,3,1520901,19791.71888,0.483735962,0.297667384,3
1135,-0.147186667,35.20697667,2014,14,19791.71875,0.483735962,0.297667384,3,1520901,19791.71888,0.483735962,0.297667384,3
2032,-0.147186667,35.20697667,2013,100,19791.71875,0.483735962,0.297667384,3,1520901,19791.71888,0.483735962,0.297667384,3
2097,-0.156286667,35.187495,2013,95.6,19791.71875,0.483735962,0.297667384,3,1520901,19791.71888,0.483735962,0.297667384,3
1070,-0.195601667,34.17508833,2014,33,5248.356445,0.634893191,0.143988833,2,1522558,5248.356256,0.634893191,0.143988833,2
1077,-0.195601667,34.17508833,2014,51,5248.356445,0.634893191,0.143988833,2,1522558,5248.356256,0.634893191,0.143988833,2
2024,-0.195601667,34.17508833,2013,100,5248.356445,0.634893191,0.143988833,2,1522558,5248.356256,0.634893191,0.143988833,2
2088,-0.195601667,34.17508833,2013,64.9,5248.356445,0.634893191,0.143988833,2,1522558,5248.356256,0.634893191,0.143988833,2
1068,-0.179551667,34.369035,2014,67,7177.181152,0.658050235,0.154769599,2,1522562,7177.181191,0.658050235,0.154769599,2
1124,-0.179551667,34.369035,2014,81,7177.181152,0.658050235,0.154769599,2,1522562,7177.181191,0.658050235,0.154769599,2
2086,-0.179551667,34.369035,2013,94.4,7177.181152,0.658050235,0.154769599,2,1522562,7177.181191,0.658050235,0.154769599,2
98,-0.204663,34.910928,2016,96.1,21015.59961,0.566563367,0.352975905,4,1522575,21015.599,0.566563367,0.352975905,4
1131,-0.204663333,34.91092833,2014,87,21015.59961,0.566563367,0.352975905,4,1522575,21015.599,0.566563367,0.352975905,4
1134,-0.204663333,34.91092833,2014,22,21015.59961,0.566563367,0.352975905,4,1522575,21015.599,0.566563367,0.352975905,4
2096,-0.204663333,34.91092833,2013,77.5,21015.59961,0.566563367,0.352975905,4,1522575,21015.599,0.566563367,0.352975905,4
97,-0.174439,34.920338,2016,86.5,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1056,-0.18333,34.91666,2014,63,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1935,-0.18333,34.91666,2013,96,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1950,-0.18333,34.91666,2013,96,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1974,-0.18333,34.91666,2013,84,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1975,-0.18333,34.91666,2013,84,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1977,-0.1744,34.9203,2013,87,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1978,-0.1744,34.9203,2013,87,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1980,-0.1744,34.9203,2013,88,15081.18262,0.577305135,0.360233217,4,1522576,15081.18292,0.577305135,0.360233217,4
1079,-0.187436667,35.02238667,2014,88,4635.316406,0.574357423,0.346636713,4,1522578,4635.316242,0.574357423,0.346636713,4
2091,-0.187436667,35.02238667,2013,84,4635.316406,0.574357423,0.346636713,4,1522578,4635.316242,0.574357423,0.346636713,4
1082,-0.179825,35.26651,2014,73,7627.308594,0.500377137,0.246653348,3,1522584,7627.308689,0.500377137,0.246653348,3
1086,-0.179825,35.26651,2014,20,7627.308594,0.500377137,0.246653348,3,1522584,7627.308689,0.500377137,0.246653348,3
2031,-0.179825,35.26651,2013,87.5,7627.308594,0.500377137,0.246653348,3,1522584,7627.308689,0.500377137,0.246653348,3
1066,-0.238783333,34.25207167,2014,25,10261.30566,0.632075494,0.13997528,2,1524241,10261.30557,0.632075494,0.13997528,2
1123,-0.238783333,34.25207167,2014,63,10261.30566,0.632075494,0.13997528,2,1524241,10261.30557,0.632075494,0.13997528,2
2083,-0.238783333,34.25207167,2013,84.9,10261.30566,0.632075494,0.13997528,2,1524241,10261.30557,0.632075494,0.13997528,2
1075,-0.21855,34.30245167,2014,75,8513.019531,0.638135065,0.164389655,2,1524242,8513.019429,0.638135065,0.164389655,2
1116,-0.21855,34.30245167,2014,35,8513.019531,0.638135065,0.164389655,2,1524242,8513.019429,0.638135065,0.164389655,2
2021,-0.21855,34.30245167,2013,90.2,8513.019531,0.638135065,0.164389655,2,1524242,8513.019429,0.638135065,0.164389655,2
2085,-0.21855,34.30245167,2013,80,8513.019531,0.638135065,0.164389655,2,1524242,8513.019429,0.638135065,0.164389655,2
1081,-0.227373333,34.89605667,2014,67,11434.25684,0.574204079,0.377039194,4,1524256,11434.25683,0.574204079,0.377039194,4
1085,-0.227373333,34.89605667,2014,41,11434.25684,0.574204079,0.377039194,4,1524256,11434.25683,0.574204079,0.377039194,4
2030,-0.227373333,34.89605667,2013,96.8,11434.25684,0.574204079,0.377039194,4,1524256,11434.25683,0.574204079,0.377039194,4
2094,-0.227373333,34.89605667,2013,92.6,11434.25684,0.574204079,0.377039194,4,1524256,11434.25683,0.574204079,0.377039194,4
2095,-0.227373333,34.89605667,2013,50,11434.25684,0.574204079,0.377039194,4,1524256,11434.25683,0.574204079,0.377039194,4
1051,-0.28333,34.95,2014,40,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1054,-0.28333,34.95,2014,47,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1948,-0.28333,34.95,2013,66,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1949,-0.28333,34.95,2013,66,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1961,-0.28333,34.95,2013,76,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1962,-0.28333,34.95,2013,76,7681.941406,0.597034963,0.358861566,4,1525938,7681.941502,0.597034963,0.358861566,4
1084,-0.28638,35.03971667,2014,3,7638.069824,0.584491214,0.37417677,4,1525940,7638.069878,0.584491214,0.37417677,4
1128,-0.28638,35.03971667,2014,79,7638.069824,0.584491214,0.37417677,4,1525940,7638.069878,0.584491214,0.37417677,4
2026,-0.28638,35.03971667,2013,88,7638.069824,0.584491214,0.37417677,4,1525940,7638.069878,0.584491214,0.37417677,4
85,-0.3138,34.2725,2016,72,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
89,-0.3138,34.2725,2016,75,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
1118,-0.328158333,34.26666,2014,43,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
1943,-0.3138,34.2725,2013,60,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
1944,-0.3138,34.2725,2013,60,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
1956,-0.3138,34.2725,2013,71,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
1957,-0.3138,34.2725,2013,71,5430.034668,0.64789487,0.147082314,2,1527603,5430.034866,0.64789487,0.147082314,2
